CO_CURSO;TP_SEXO;TP_COR_RACA;TP_TURNO;IN_ACAO_AFIRMATIVA;ID_AUXILIO;QT_BENEFICIARIOS
1111225;1;2;4.0;1;2;2
1111225;2;5;4.0;1;2;2
1111225;2;2;4.0;1;2;2
1111225;2;3;4.0;1;2;2
1113007;2;2;3.0;1;2;2
1113012;2;5;3.0;1;2;4
1131697;2;3;3.0;1;2;2
1135935;2;2;4.0;1;2;3
1135939;2;5;2.0;1;2;2
1135939;2;3;2.0;1;2;2
1293028;2;5;4.0;0;2;2
1293028;2;5;4.0;0;2;4
1293028;2;5;4.0;1;2;11
1293028;2;5;4.0;0;2;6
1295548;1;5;1.0;1;2;2
1304557;2;2;2.0;1;2;2
1314314;1;3;3.0;0;2;2
1314314;1;2;3.0;1;2;2
1314314;1;2;3.0;1;2;2
1595472;1;5;4.0;1;2;2
1595700;1;3;3.0;0;2;2
1595700;1;3;3.0;1;2;3
5000922;1;3;1.0;1;2;3
5001637;2;5;4.0;1;2;2
5001637;1;2;4.0;1;2;2
